token	tag_cafeteria_binary
0.82	O
,	O
95	O
%	O
CI	O
 	O
=	O
 	O
0.69	O
-	O
0.99	O
;	O
10	O
-	O
19.9	O
g	O
per	O
day	O
:	O
OR	O
 	O
=	O
 	O
0.79	O
,	O
95	O
%	O
CI	O
 	O
=	O
 	O
0.65	O
-	O
0.96	O
)	O
.	O
Inverse	O
associations	O
were	O
found	O
for	O
consumption	O
of	O
wine	B
and	O
liquor	B
,	O
but	O
not	O
beer	B
.	O
The	O
results	O
indicate	O
that	O
alcohol	B
consumption	I
is	O
inversely	O
associated	O
with	O
lung	O
cancer	O
risk	O
,	O
particularly	O
among	O
subjects	O
with	O
low	O
to	O
moderate	O
consumption	O
levels	O
,	O
and	O
among	O
wine	O
and	O
liquor	O
drinkers	O
,	O
but	O
not	O
beer	O
drinkers	O
.	O
Although	O
our	O
results	O
should	O
have	O
no	O
relevant	O
bias	O
from	O
the	O
confounding	O
effect	O
of	O
smoking	O
we	O
can	O
not	O
preclude	O
that	O
confounding	O
by	O
other	O
factors	O
contributed	O
to	O
the	O
observed	O
associations	O
.	O
Confounding	O
in	O
relation	O
to	O
the	O
non	O
-	O
drinker	O
reference	O
category	O
may	O
be	O
of	O
particular	O
importance	O
.	O
Crossed	O
line	O
immunoelectrophoresis	O
(	O
CLIE	O
)	O
was	O
used	O
to	O
show	O
that	O
a	O
minor	O
allergen	O
present	O
in	O
birch	O
pollen	O
and	O
another	O
present	O
in	O
timothy	O
pollen	O
shared	O
common	O
epitopes	O
with	O
antigens	O
in	O
apple	B
,	O
carrot	B
and	O
celery	B
tuber	I
.	O
Major	O
pollen	O
allergens	O
were	O
not	O
involved	O
.	O
Structural	O
similarities	O
were	O
also	O
noticed	O
in	O
some	O
mugwort	O
pollen	O
antigens	O
and	O
antigens	O
in	O
apple	B
,	O
carrot	B
and	O
celery	B
,	O
but	O
none	O
of	O
these	O
mugwort	O
antigens	O
acted	O
as	O
an	O
allergen	O
.	O
In	O
crossed	O
immunoelectrophoresis	O
(	O
CIE	O
)	O
of	O
samples	O
of	O
apple	B
,	O
carrot	B
or	O
celery	B
extracts	O
towards	O
antibodies	O
against	O
birch	O
pollen	O
,	O
grass	O
pollen	O
or	O
mugwort	O
pollen	O
,	O
four	O
to	O
14	O
distinct	O
precipitates	O
were	O
observed	O
and	O
shown	O
to	O
be	O
specific	O
.	O
In	O
crossed	O
radioimmunoelectrophoresis	O
(	O
CRIE	O
)	O
none	O
of	O
the	O
precipitates	O
could	O
be	O
shown	O
to	O
act	O
as	O
an	O
allergen	O
.	O
Using	O
allergen	O
detection	O
on	O
nitrocellulose	O
paper	O
,	O
the	O
apple	B
,	O
carrot	B
and	O
celery	B
extracts	O
were	O
shown	O
to	O
possess	O
IgE	O
-	O
binding	O
capacity	O
.	O
This	O
final	O
report	O
of	O
the	O
Lancet	O
Commission	O
into	O
liver	O
disease	O
in	O
the	O
UK	O
stresses	O
the	O
continuing	O
increase	O
in	O
burden	O
of	O
liver	O
disease	O
from	O
excess	O
alcohol	B
consumption	I
and	O
obesity	O
,	O
with	O
high	O
levels	O
of	O
hospital	O
admissions	O
which	O
are	O
worsening	O
in	O
deprived	O
areas	O
.	O
Only	O
with	O
comprehensive	O
food	O
and	O
alcohol	O
strategies	O
based	O
on	O
fiscal	O
and	O
regulatory	O
measures	O
(	O
including	O
a	O
minimum	O
unit	O
price	O
for	O
alcohol	O
,	O
the	O
alcohol	O
duty	O
escalator	O
,	O
and	O
an	O
extension	O
of	O
the	O
sugar	O
levy	O
on	O
food	O
content	O
)	O
can	O
the	O
disease	O
burden	O
be	O
curtailed	O
.	O
Following	O
introduction	O
of	O
minimum	O
unit	O
pricing	O
in	O
Scotland	O
,	O
alcohol	O
sales	O
fell	O
by	O
3	O
%	O
,	O
with	O
the	O
greatest	O
effect	O
on	O
heavy	O
drinkers	O
of	O
low	O
-	O
cost	O
alcohol	B
products	I
.	O
We	O
also	O
discuss	O
the	O
major	O
contribution	O
of	O
obesity	O
and	O
alcohol	B
to	O
the	O
ten	O
most	O
common	O
cancers	O
as	O
well	O
as	O
measures	O
outlined	O
by	O
the	O
departing	O
Chief	O
Medical	O
Officer	O
to	O
combat	O
rising	O
levels	O
of	O
obesity	O
-	O
the	O
highest	O
of	O
any	O
country	O
in	O
the	O
west	O
.	O
Mortality	O
of	O
severely	O
ill	O
patients	O
with	O
liver	O
disease	O
in	O
district	O
general	O
hospitals	O
is	O
unacceptably	O
high	O
,	O
indicating	O
the	O
need	O
to	O
develop	O
a	O
masterplan	O
for	O
improving	O
hospital	O
care	O
.	O
We	O
propose	O
a	O
plan	O
based	O
around	O
specialist	O
hospital	O
centres	O
that	O
are	O
linked	O
to	O
district	O
general	O
hospitals	O
by	O
operational	O
delivery	O
networks	O
.	O
This	O
plan	O
has	O
received	O
strong	O
backing	O
from	O
the	O
British	O
Association	O
for	O
Study	O
of	O
the	O
Liver	O
and	O
British	O
Society	O
of	O
Gastroenterology	O
,	O
but	O
is	O
held	O
up	O
at	O
NHS	O
England	O
.	O
The	O
value	O
of	O
so	O
-	O
called	O
day	O
-	O
case	O
care	O
bundles	O
to	O
reduce	O
high	O
hospital	O
readmission	O
rates	O
with	O
greater	O
care	O
in	O
the	O
community	O
is	O
described	O
,	O
along	O
with	O
examples	O
of	O
locally	O
derived	O
schemes	O
for	O
the	O
early	O
detection	O
of	O
disease	O
and	O
,	O
in	O
particular	O
,	O
schemes	O
to	O
allow	O
general	O
practitioners	O
to	O
refer	O
patients	O
directly	O
for	O
elastography	O
assessment	O
.	O
New	O
funding	O
arrangements	O
for	O
general	O
practitioners	O
will	O
be	O
required	O
if	O
these	O
proposals	O
are	O
to	O
be	O
taken	O
up	O
more	O
widely	O
around	O
the	O
country	O
.	O
Understanding	O
of	O
the	O
harm	O
to	O
health	O
from	O
lifestyle	O
causes	O
among	O
the	O
general	O
population	O
is	O
low	O
,	O
with	O
a	O
poor	O
knowledge	O
of	O
alcohol	B
consumption	I
and	O
dietary	O
guidelines	O
.	O
The	O
Lancet	O
Commission	O
has	O
serious	O
doubts	O
about	O
whether	O
the	O
initiatives	O
described	O
in	O
the	O
Prevention	O
Green	O
Paper	O
,	O
with	O
the	O
onus	O
placed	O
on	O
the	O
individual	O
based	O
on	O
the	O
use	O
of	O
information	O
technology	O
and	O
the	O
latest	O
in	O
behavioural	O
science	O
,	O
will	O
be	O
effective	O
.	O
We	O
call	O
for	O
greater	O
coordination	O
between	O
official	O
and	O
non	O
-	O
official	O
bodies	O
that	O
have	O
highlighted	O
the	O
unacceptable	O
disease	O
burden	O
from	O
liver	O
disease	O
in	O
England	O
in	O
order	O
to	O
present	O
a	O
single	O
,	O
strong	O
voice	O
to	O
the	O
higher	O
echelons	O
of	O
government	O
.	O
Dairy	B
products	I
are	O
important	O
sources	O
of	O
dietary	O
fat	O
in	O
India	O
.	O
Anhydrous	O
milk	O
fat	O
,	O
viz	O
.	O
,	O
ghee	B
,	O
is	O
consumed	O
as	O
such	O
in	O
the	O
diet	O
and	O
also	O
is	O
used	O
for	O
frying	O
the	O
dishes	O
.	O
Ghee	B
contains	O
high	O
levels	O
of	O
saturated	O
fatty	O
acids	O
and	O
cholesterol	O
,	O
which	O
are	O
considered	O
risk	O
factors	O
for	O
cardiovascular	O
diseases	O
.	O
In	O
the	O
present	O
study	O
,	O
ghee	B
,	O
at	O
levels	O
ranging	O
from	O
0.25	O
to	O
10	O
%	O
,	O
was	O
included	O
in	O
a	O
nutritionally	O
balanced	O
AIN-76	O
diet	O
fed	O
to	O
Wistar	O
rats	O
for	O
a	O
period	O
of	O
8	O
weeks	O
.	O
The	O
serum	O
lipid	O
profiles	O
of	O
these	O
animals	O
showed	O
a	O
dose	O
dependent	O
decrease	O
in	O
total	O
cholesterol	O
,	O
low	O
density	O
lipoproteins	O
and	O
very	O
low	O
density	O
lipoproteins	O
cholesterol	O
,	O
and	O
triglyceride	O
levels	O
when	O
ghee	B
was	O
present	O
at	O
levels	O
greater	O
than	O
2.5	O
%	O
in	O
the	O
diet	O
.	O
Liver	O
cholesterol	O
and	O
triglycerides	O
also	O
were	O
decreased	O
in	O
these	O
animals	O
.	O
When	O
ghee	B
was	O
included	O
as	O
a	O
sole	O
source	O
of	O
fat	O
at	O
a	O
10	O
%	O
level	O
,	O
polyunsaturated	O
fatty	O
acids	O
in	O
the	O
serum	O
and	O
liver	O
lipids	O
were	O
reduced	O
significantly	O
.	O
Similar	O
results	O
were	O
observed	O
when	O
ghee	B
was	O
subjected	O
to	O
a	O
higher	O
temperature	O
(	O
120	O
degrees	O
C	O
)	O
to	O
generate	O
cholesterol	O
oxidation	O
products	O
and	O
fed	O
to	O
the	O
animals	O
.	O
Although	O
cholesterol	O
oxidation	O
products	O
were	O
not	O
accumulated	O
in	O
serum	O
,	O
significant	O
amounts	O
were	O
accumulated	O
in	O
liver	O
only	O
when	O
ghee	B
was	O
fed	O
as	O
a	O
sole	O
source	O
of	O
fat	O
at	O
a	O
10	O
%	O
level	O
.	O
This	O
study	O
revealed	O
that	O
the	O
consumption	O
of	O
ghee	B
up	O
to	O
a	O
10	O
%	O
level	O
in	O
the	O
diet	O
altered	O
blood	O
lipid	O
profiles	O
in	O
such	O
a	O
manner	O
as	O
not	O
to	O
elevate	O
the	O
risk	O
factors	O
for	O
cardiovascular	O
diseases	O
.	O
The	O
effect	O
of	O
the	O
fatty	O
acid	O
composition	O
of	O
reduced	O
-	O
fat	O
diets	O
on	O
the	O
in	O
vitro	O
oxidation	O
of	O
LDL	O
was	O
examined	O
in	O
14	O
moderately	O
hypercholesterolemic	O
[	O
low	O
density	O
lipoprotein	O
(	O
LDL	O
)	O
>	O
3.36	O
mmol	O
/	O
L	O
]	O
postmenopausal	O
female	O
and	O
male	O
subjects	O
(	O
age	O
44	O
-	O
78	O
y	O
)	O
.	O
Each	O
subject	O
consumed	O
each	O
of	O
five	O
reduced	O
-	O
fat	O
diets	O
[	O
30	O
energy	O
percent	O
(	O
E%	O
)	O
fat	O
,	O
17	O
E%	O
protein	O
and	O
53	O
E%	O
carbohydrate	O
]	O
enriched	O
in	O
beef	B
tallow	I
,	O
canola	B
oil	I
,	O
corn	B
oil	I
,	O
olive	B
oil	I
or	O
rice	B
bran	I
oil	I
(	O
20	O
E%	O
)	O
for	O
32	O
-	O
d	O
periods	O
.	O
In	O
vitro	O
oxidation	O
of	O
LDL	O
was	O
assessed	O
by	O
incubating	O
LDL	O
with	O
hemin	O
and	O
hydrogen	O
peroxide	O
,	O
and	O
measuring	O
the	O
time	O
required	O
for	O
the	O
reaction	O
to	O
reach	O
maximum	O
velocity	O
(	O
lag	O
time	O
)	O
.	O
LDL	O
lag	O
times	O
were	O
93.2	O
+	O
/-	O
25.8	O
,	O
95.9	O
+	O
/-	O
26.4	O
,	O
104.2	O
+	O
/-	O
32.7	O
,	O
108.0	O
+	O
/-	O
26.6	O
and	O
113.1	O
+	O
/-	O
24.0	O
min	O
for	O
corn	B
oil	I
,	O
beef	B
tallow	I
,	O
rice	B
bran	I
oil	I
,	O
canola	B
oil	I
and	O
olive	B
oil	I
periods	O
,	O
respectively	O
.	O
When	O
the	O
data	O
from	O
all	O
dietary	O
phases	O
were	O
pooled	O
,	O
LDL	O
alpha	O
-	O
tocopherol	O
level	O
(	O
r	O
=	O
0.30	O
,	O
P	O
=	O
0.01	O
)	O
and	O
plasma	O
18:1/18:2	O
ratio	O
(	O
r	O
=	O
0.22	O
,	O
P	O
=	O
0.08	O
)	O
were	O
positively	O
related	O
to	O
resistance	O
of	O
LDL	O
to	O
oxidation	O
.	O
Differences	O
induced	O
by	O
the	O
dietary	O
perturbations	O
in	O
LDL	O
content	O
of	O
beta	O
-	O
cryptoxanthin	O
,	O
lutein	O
/	O
zeaxanthin	O
,	O
lycopene	O
,	O
alpha	O
-	O
carotene	O
or	O
beta	O
-	O
carotene	O
,	O
and	O
LDL	O
particle	O
size	O
were	O
not	O
related	O
to	O
resistance	O
of	O
LDL	O
to	O
oxidation	O
.	O
In	O
conclusion	O
,	O
in	O
middle	O
-	O
aged	O
and	O
elderly	O
moderately	O
hypercholesterolemic	O
subjects	O
,	O
the	O
consumption	O
of	O
reduced	O
-	O
fat	O
diets	O
enriched	O
in	O
animal	O
fat	O
or	O
vegetable	O
oils	O
with	O
a	O
relatively	O
wide	O
range	O
of	O
fatty	O
acid	O
profiles	O
did	O
not	O
alter	O
the	O
in	O
vitro	O
susceptibility	O
of	O
LDL	O
to	O
oxidation	O
.	O
The	O
advantages	O
of	O
reducing	O
the	O
saturated	O
fat	O
content	O
of	O
the	O
diet	O
were	O
reflected	O
in	O
lower	O
total	O
and	O
LDL	O
cholesterol	O
levels	O
.	O
Although	O
previous	O
studies	O
have	O
shown	O
inverse	O
associations	O
between	O
nut	B
consumption	I
and	O
mortality	O
,	O
the	O
associations	O
between	O
nut	B
consumption	I
and	O
less	O
common	O
causes	O
of	O
mortality	O
have	O
not	O
been	O
investigated	O
.	O
Additionally	O
,	O
about	O
50	O
%	O
of	O
peanut	B
consumption	I
in	O
the	O
US	O
is	O
through	O
peanut	B
butter	I
but	O
the	O
association	O
between	O
peanut	B
butter	I
consumption	I
and	O
mortality	O
has	O
not	O
been	O
thoroughly	O
evaluated	O
.	O
The	O
National	O
Institutes	O
of	O
Health	O
-	O
AARP	O
(	O
NIH	O
-	O
AARP	O
)	O
Diet	O
and	O
Health	O
Study	O
recruited	O
566,398	O
individuals	O
aged	O
50	O
-	O
71	O
at	O
baseline	O
in	O
1995	O
-	O
1996	O
.	O
A	O
food	O
-	O
frequency	O
questionnaire	O
was	O
used	O
to	O
evaluate	O
nut	B
and	O
peanut	B
butter	I
consumption	I
.	O
Cox	O
proportional	O
hazard	O
models	O
were	O
used	O
to	O
estimate	O
hazard	O
ratios	O
and	O
95	O
%	O
confidence	O
intervals	O
for	O
mortality	O
using	O
the	O
non	O
-	O
consumers	O
as	O
reference	O
groups	O
and	O
three	O
categories	O
of	O
consumption	O
.	O
After	O
excluding	O
subjects	O
with	O
chronic	O
diseases	O
at	O
baseline	O
,	O
there	O
were	O
64,464	O
deaths	O
with	O
a	O
median	O
follow	O
-	O
up	O
time	O
of	O
15.5	O
years	O
.	O
We	O
observed	O
a	O
significant	O
inverse	O
association	O
between	O
nut	B
consumption	I
and	O
overall	O
mortality	O
(	O
HR	O
Opinions	O
about	O
good	O
nutrition	O
,	O
causes	O
of	O
obesity	O
and	O
its	O
prevention	O
,	O
as	O
well	O
as	O
certain	O
eating	O
habits	O
,	O
were	O
studied	O
in	O
482	O
Israeli	O
children	O
(	O
251	O
boys	O
and	O
231	O
girls	O
)	O
,	O
thirteen	O
to	O
fourteen	O
years	O
old	O
.	O
Height	O
,	O
weight	O
,	O
and	O
triceps	O
skinfolds	O
were	O
measured	O
.	O
Mean	O
relative	O
weight	O
and	O
relative	O
logarithmic	O
skinfold	O
thickness	O
were	O
close	O
to	O
standard	O
,	O
although	O
8	O
per	O
cent	O
of	O
the	O
boys	O
and	O
9	O
per	O
cent	O
of	O
the	O
girls	O
weighed	O
more	O
than	O
120	O
per	O
cent	O
of	O
standard	O
weight	O
for	O
their	O
age	O
and	O
sex	O
.	O
Weight	O
was	O
closely	O
associated	O
with	O
skinfold	O
thickness	O
.	O
Over	O
two	O
-	O
thirds	O
of	O
both	O
boys	O
and	O
girls	O
believed	O
that	O
daily	O
consumption	O
of	O
milk	B
,	O
bread	B
,	O
fruits	B
,	O
eggs	B
,	O
cheese	B
,	O
meat	B
,	O
and	O
tomatoes	B
is	O
desirable	O
,	O
and	O
about	O
two	O
-	O
thirds	O
stated	O
that	O
overeating	O
is	O
a	O
cause	O
of	O
obesity	O
.	O
More	O
overweight	O
than	O
thin	O
and	O
normal	O
-	O
weight	O
children	O
indicated	O
that	O
,	O
to	O
prevent	O
obesity	O
,	O
all	O
kinds	O
of	O
food	O
are	O
permissible	O
,	O
but	O
only	O
in	O
limited	O
amounts	O
.	O
Most	O
children	O
believed	O
in	O
the	O
fattening	O
value	O
of	O
cakes	B
,	O
sweets	B
,	O
fried	B
and	I
fatty	I
food	I
,	O
potatoes	B
,	O
bread	B
,	O
and	O
nuts	B
.	O
The	O
belief	O
in	O
the	O
fattening	O
value	O
of	O
potatoes	B
,	O
bread	B
,	O
and	O
nuts	B
was	O
shared	O
by	O
a	O
higher	O
percentage	O
of	O
overweight	O
than	O
of	O
under-	O
and	O
normal	O
-	O
weight	O
children	O
.	O
Overweight	O
children	O
,	O
particularly	O
girls	O
,	O
reported	O
eating	O
less	O
bread	B
,	O
cake	B
,	O
and	O
cream	B
,	O
adding	O
less	O
sugar	B
to	O
beverages	B
,	O
and	O
eating	O
sweets	B
and	O
ice	B
cream	I
less	O
frequently	O
than	O
thin	O
and	O
normal	O
-	O
weight	O
children	O
.	O
A	O
higher	O
percentage	O
of	O
the	O
obese	O
group	O
reported	O
skipping	O
one	O
meal	O
and	O
eating	O
no	O
snack	O
at	O
school	O
.	O
Overweight	O
teen	O
-	O
agers	O
appear	O
to	O
be	O
more	O
conscious	O
of	O
their	O
food	O
intake	O
than	O
under-	O
and	O
normal	O
-	O
weight	O
children	O
.	O
The	O
effects	O
of	O
the	O
type	O
of	O
dietary	B
fat	I
(	O
180	O
g	O
/	O
kg	O
diet	O
)	O
and	O
of	O
calcium	O
phosphate	O
(	O
CaHPO4	O
)	O
supplementation	O
(	O
25	O
vs.	O
225	O
mmol	O
/	O
kg	O
diet	O
)	O
on	O
luminal	O
solubility	O
of	O
fatty	O
acids	O
and	O
bile	O
acids	O
,	O
cytotoxicity	O
of	O
fecal	O
water	O
and	O
intestinal	O
epitheliolysis	O
were	O
studied	O
in	O
rats	O
.	O
In	O
rats	O
fed	O
the	O
low	O
and	O
high	O
calcium	O
phosphate	O
diets	O
,	O
fecal	O
excretion	O
of	O
fatty	O
acids	O
diminished	O
in	O
the	O
order	O
palm	B
oil	I
>	O
milk	B
fat	I
>	O
corn	B
oil	I
.	O
Palm	B
oil	I
also	O
caused	O
the	O
highest	O
concentration	O
of	O
fatty	O
acids	O
measured	O
in	O
fecal	O
water	O
followed	O
by	O
milk	B
fat	I
and	O
corn	B
oil	I
when	O
fed	O
at	O
both	O
calcium	O
phosphate	O
levels	O
.	O
The	O
differences	O
in	O
concentrations	O
of	O
luminal	O
surfactants	O
in	O
fecal	O
water	O
of	O
rats	O
fed	O
the	O
three	O
fat	O
diets	O
resulted	O
in	O
a	O
fat	O
type	O
-	O
dependent	O
cytotoxicity	O
of	O
fecal	O
water	O
,	O
with	O
that	O
of	O
palm	O
oil	O
-	O
fed	O
rats	O
the	O
most	O
cytotoxic	O
.	O
The	O
concentrations	O
of	O
fatty	O
acids	O
as	O
well	O
as	O
bile	O
acids	O
in	O
fecal	O
water	O
were	O
,	O
however	O
,	O
significantly	O
lowered	O
by	O
calcium	O
phosphate	O
supplementation	O
in	O
rats	O
fed	O
all	O
types	O
of	O
dietary	B
fat	I
.	O
This	O
reduction	O
in	O
concentration	O
of	O
fecal	O
water	O
surfactants	O
resulted	O
in	O
a	O
lower	O
cytotoxicity	O
of	O
fecal	O
water	O
.	O
The	O
concentration	O
of	O
surfactants	O
in	O
fecal	O
water	O
and	O
cytotoxicity	O
were	O
correlated	O
by	O
multiple	O
regression	O
analysis	O
(	O
R	O
=	O
0.89	O
)	O
.	O
Intestinal	O
epitheliolysis	O
measured	O
as	O
alkaline	O
phosphatase	O
activity	O
in	O
fecal	O
water	O
was	O
lowered	O
comparably	O
to	O
the	O
reduction	O
in	O
cytotoxicity	O
by	O
supplemental	O
calcium	O
phosphate	O
.	O
Intestinal	O
epitheliolysis	O
and	O
cytotoxicity	O
of	O
fecal	O
water	O
were	O
correlated	O
(	O
r	O
=	O
0.92	O
,	O
P	O
<	O
0.001	O
)	O
.	O
The	O
type	O
of	O
dietary	B
fat	I
and	O
the	O
amount	O
of	O
dietary	O
calcium	O
phosphate	O
influence	O
the	O
concentrations	O
of	O
surfactants	O
in	O
fecal	O
water	O
and	O
consequently	O
affect	O
cytotoxicity	O
of	O
fecal	O
water	O
and	O
intestinal	O
epitheliolysis.(ABSTRACT	O
TRUNCATED	O
AT	O
250	O
WORDS	O
)	O
The	O
health	O
consequences	O
of	O
coffee	B
drinking	O
remain	O
controversial	O
.	O
We	O
report	O
on	O
an	O
association	O
between	O
coffee	B
consumption	I
and	O
the	O
concentration	O
of	O
total	O
homocysteine	O
(	O
tHcy	O
)	O
in	O
plasma	O
,	O
a	O
risk	O
factor	O
for	O
cardiovascular	O
disease	O
and	O
for	O
adverse	O
pregnancy	O
outcome	O
.	O
The	O
study	O
population	O
consisted	O
of	O
7589	O
men	O
and	O
8585	O
women	O
40	O
-	O
67	O
y	O
of	O
age	O
and	O
with	O
no	O
history	O
of	O
hypertension	O
,	O
diabetes	O
,	O
ischemic	O
heart	O
disease	O
,	O
or	O
cerebrovascular	O
disease	O
.	O
They	O
were	O
recruited	O
from	O
Hordaland	O
county	O
of	O
western	O
Norway	O
in	O
1992	O
-	O
1993	O
.	O
Daily	O
use	O
of	O
coffee	B
was	O
reported	O
by	O
89.1	O
%	O
of	O
the	O
participants	O
,	O
of	O
whom	O
94.9	O
%	O
used	O
caffeinated	O
filtered	O
coffee	B
.	O
There	O
was	O
a	O
marked	O
positive	O
dose	O
-	O
response	O
relation	O
between	O
coffee	B
consumption	I
and	O
plasma	O
tHcy	O
,	O
which	O
was	O
stronger	O
than	O
the	O
relation	O
between	O
coffee	B
and	O
total	O
serum	O
cholesterol	O
.	O
In	O
40	O
-	O
42	O
-	O
y	O
-	O
old	O
men	O
,	O
mean	O
tHcy	O
was	O
10.1	O
mumol	O
/	O
L	O
for	O
nonusers	O
and	O
12.0	O
mumol	O
/	O
L	O
for	O
drinkers	O
of	O
>	O
or	O
=	O
9	O
cups	O
of	O
coffee	B
/	O
d.	O
Corresponding	O
tHcy	O
concentrations	O
in	O
40	O
-	O
42	O
-	O
y	O
-	O
old	O
women	O
were	O
8.2	O
and	O
10.5	O
mumol	O
/	O
L	O
,	O
respectively	O
.	O
Although	O
coffee	B
drinking	O
was	O
associated	O
with	O
smoking	O
and	O
lower	O
intake	O
of	O
vitamin	O
supplements	O
and	O
fruit	B
and	O
vegetables	B
,	O
the	O
coffee	O
-	O
tHcy	O
association	O
was	O
only	O
moderately	O
reduced	O
after	O
these	O
variables	O
were	O
adjusted	O
for	O
.	O
The	O
combination	O
of	O
cigarette	O
smoking	O
and	O
high	O
coffee	B
intake	I
was	O
associated	O
with	O
particularly	O
high	O
tHcy	O
concentrations	O
.	O
A	O
strong	O
inverse	O
relation	O
between	O
tea	B
and	O
tHcy	O
concentration	O
in	O
univariate	O
analysis	O
was	O
substantially	O
attenuated	O
after	O
smoking	O
and	O
coffee	B
drinking	O
were	O
adjusted	O
for	O
.	O
The	O
results	O
of	O
the	O
present	O
report	O
should	O
promote	O
future	O
studies	O
on	O
tHcy	O
as	O
a	O
possible	O
mediator	O
of	O
adverse	O
clinical	O
effects	O
related	O
to	O
heavy	O
coffee	B
consumption	I
.	O
Strategies	O
that	O
decrease	O
postprandial	O
glucose	O
excursions	O
,	O
including	O
digestive	O
enzyme	O
inhibition	O
,	O
and	O
low	O
glycemic	O
index	O
diets	O
result	O
in	O
lower	O
diabetes	O
incidence	O
and	O
coronary	O
heart	O
disease	O
(	O
CHD	O
)	O
risk	O
,	O
possibly	O
through	O
lower	O
postprandial	O
oxidative	O
damage	O
to	O
lipids	O
and	O
proteins	O
.	O
We	O
therefore	O
assessed	O
the	O
effect	O
of	O
decreasing	O
postprandial	O
glucose	O
excursions	O
on	O
measures	O
of	O
oxidative	O
damage	O
.	O
Fifteen	O
healthy	O
subjects	O
ate	O
2	O
bread	O
control	O
meals	O
and	O
3	O
test	O
meals	O
:	O
almonds	B
and	O
bread	B
;	O
parboiled	B
rice	I
;	O
and	O
instant	B
mashed	I
potatoes	I
,	O
balanced	O
in	O
carbohydrate	O
,	O
fat	O
,	O
and	O
protein	O
,	O
using	O
butter	B
and	O
cheese	B
.	O
We	O
obtained	O
blood	O
samples	O
at	O
baseline	O
and	O
for	O
4	O
h	O
postprandially	O
.	O
Glycemic	O
indices	O
for	O
the	O
rice	O
(	O
38	O
+	O
/-	O
6	O
)	O
and	O
almond	O
meals	O
(	O
55	O
+	O
/-	O
7	O
)	O
were	O
less	O
than	O
for	O
the	O
potato	O
meal	O
(	O
94	O
+	O
/-	O
11	O
)	O
(	O
P	O
<	O
0.003	O
)	O
,	O
as	O
were	O
the	O
postprandial	O
areas	O
under	O
the	O
insulin	O
concentration	O
time	O
curve	O
(	O
P	O
<	O
0.001	O
)	O
.	O
No	O
postmeal	O
treatment	O
differences	O
were	O
seen	O
in	O
total	O
antioxidant	O
capacity	O
.	O
However	O
,	O
the	O
serum	O
protein	O
thiol	O
concentration	O
increased	O
following	O
the	O
almond	O
meal	O
(	O
15	O
+	O
/-	O
14	O
mmol	O
/	O
L	O
)	O
,	O
indicating	O
less	O
oxidative	O
protein	O
damage	O
,	O
and	O
decreased	O
after	O
the	O
control	O
bread	O
,	O
rice	O
,	O
and	O
potato	O
meals	O
(	O
-10	O
+	O
/-	O
8	O
mmol	O
/	O
L	O
)	O
,	O
when	O
data	O
from	O
these	O
3	O
meals	O
were	O
pooled	O
(	O
P	O
=	O
0.021	O
)	O
.	O
The	O
change	O
in	O
protein	O
thiols	O
was	O
also	O
negatively	O
related	O
to	O
the	O
postprandial	O
incremental	O
peak	O
glucose	O
(	O
r	O
=	O
-0.29	O
,	O
n	O
=	O
60	O
observations	O
,	O
P	O
=	O
0.026	O
)	O
and	O
peak	O
insulin	O
responses	O
(	O
r	O
=	O
-0.26	O
,	O
n	O
=	O
60	O
observations	O
,	O
P	O
=	O
0.046	O
)	O
.	O
Therefore	O
,	O
lowering	O
postprandial	O
glucose	O
excursions	O
may	O
decrease	O
the	O
risk	O
of	O
oxidative	O
damage	O
to	O
proteins	O
.	O
Almonds	B
are	O
likely	O
to	O
lower	O
this	O
risk	O
by	O
decreasing	O
the	O
glycemic	O
excursion	O
and	O
by	O
providing	O
antioxidants	O
.	O
These	O
actions	O
may	O
relate	O
to	O
mechanisms	O
by	O
which	O
nuts	B
are	O
associated	O
with	O
a	O
decreased	O
risk	O
of	O
CHD	O
.	O
Flavonoids	O
have	O
anti	O
-	O
inflammatory	O
and	O
antioxidative	O
effects	O
and	O
thus	O
may	O
protect	O
against	O
diabetes	O
.	O
Therefore	O
,	O
we	O
hypothesized	O
that	O
consumption	O
of	O
flavonoids	O
and	O
specific	O
food	O
and	O
beverage	O
sources	O
of	O
flavonoids	O
would	O
be	O
associated	O
with	O
reduced	O
risk	O
of	O
incident	O
diabetes	O
.	O
At	O
baseline	O
(	O
1986	O
)	O
,	O
diet	O
(	O
by	O
food	O
frequency	O
questionnaire	O
)	O
and	O
health	O
information	O
were	O
collected	O
from	O
35,816	O
postmenopausal	O
women	O
free	O
of	O
diabetes	O
.	O
Self	O
-	O
reported	O
incident	O
diabetes	O
was	O
ascertained	O
5	O
times	O
during	O
the	O
study	O
(	O
1987	O
,	O
1989	O
,	O
1992	O
,	O
1997	O
,	O
and	O
2004	O
)	O
.	O
Cox	O
proportional	O
hazards	O
regression	O
was	O
used	O
to	O
calculate	O
hazard	O
ratios	O
for	O
incident	O
diabetes	O
according	O
to	O
categories	O
of	O
total	O
flavonoids	O
and	O
anthocyanidins	O
,	O
flavones	O
,	O
flavanones	O
,	O
flavonols	O
,	O
flavan-3	O
-	O
ol	O
monomers	O
,	O
isoflavones	O
,	O
and	O
proanthocyanidins	O
.	O
Hazard	O
ratios	O
according	O
to	O
intake	O
categories	O
of	O
flavonoid	O
-	O
rich	O
foods	O
and	O
beverages	O
were	O
also	O
